"Method","Time (ms)","Own Time (ms)"
"io.grpc.netty.shaded.io.netty.bootstrap.ServerBootstrap$ServerBootstrapAcceptor.channelRead(ChannelHandlerContext, Object) ServerBootstrap.java","12","0"
"io.grpc.netty.shaded.io.netty.buffer.AbstractByteBufAllocator.heapBuffer(int, int) AbstractByteBufAllocator.java","12","0"
"io.grpc.netty.shaded.io.netty.buffer.AbstractByteBufAllocator.heapBuffer() AbstractByteBufAllocator.java","12","0"
"io.grpc.netty.shaded.io.netty.buffer.PoolChunk.<init>(PoolArena, Object, int, int, int, int, int) PoolChunk.java","12","12"
"io.grpc.netty.shaded.io.netty.buffer.Unpooled.buffer() Unpooled.java","12","0"
"io.grpc.netty.shaded.io.netty.buffer.UnpooledByteBufAllocator.newHeapBuffer(int, int) UnpooledByteBufAllocator.java","12","12"
"io.grpc.netty.shaded.io.netty.channel.AbstractChannel.<init>(Channel) AbstractChannel.java","12","0"
"io.grpc.netty.shaded.io.netty.channel.epoll.AbstractEpollChannel.<init>(Channel, LinuxSocket, SocketAddress) AbstractEpollChannel.java","12","0"
"io.grpc.netty.shaded.io.netty.channel.epoll.EpollSocketChannel.newUnsafe() EpollSocketChannel.java","12","0"
"io.grpc.netty.shaded.io.netty.channel.epoll.EpollSocketChannel.newUnsafe() EpollSocketChannel.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.ByteToMessageDecoder$1.cumulate(ByteBufAllocator, ByteBuf, ByteBuf) ByteToMessageDecoder.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.DefaultHeaders.<init>(HashingStrategy, ValueConverter) DefaultHeaders.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.DefaultHeaders$NameValidator.<clinit>() DefaultHeaders.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http.HttpResponseStatus.<clinit>() HttpResponseStatus.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http.HttpResponseStatus.<init>(int, String, boolean) HttpResponseStatus.java","12","12"
"io.grpc.netty.shaded.io.netty.handler.codec.http.HttpResponseStatus.newStatus(int, String) HttpResponseStatus.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.CharSequenceMap.<init>() CharSequenceMap.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.CharSequenceMap.<init>(boolean) CharSequenceMap.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.CharSequenceMap.<init>(boolean, ValueConverter) CharSequenceMap.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DecoratingHttp2ConnectionEncoder.remoteSettings(Http2Settings) DecoratingHttp2ConnectionEncoder.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2Connection$ConnectionStream.<init>(DefaultHttp2Connection) DefaultHttp2Connection.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2Connection$DefaultEndpoint.addStream(DefaultHttp2Connection$DefaultStream) DefaultHttp2Connection.java","12","12"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2Connection$DefaultEndpoint.createStream(int, boolean) DefaultHttp2Connection.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2Connection$DefaultEndpoint.createStream(int, boolean) DefaultHttp2Connection.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2Connection$DefaultStream.<init>(DefaultHttp2Connection, int, Http2Stream$State) DefaultHttp2Connection.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2ConnectionDecoder$FrameReadListener.onSettingsRead(ChannelHandlerContext, Http2Settings) DefaultHttp2ConnectionDecoder.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2ConnectionDecoder$PrefaceFrameListener.onSettingsRead(ChannelHandlerContext, Http2Settings) DefaultHttp2ConnectionDecoder.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2ConnectionEncoder.remoteSettings(Http2Settings) DefaultHttp2ConnectionEncoder.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2FrameReader.readSettingsFrame(ChannelHandlerContext, ByteBuf, Http2FrameListener) DefaultHttp2FrameReader.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2HeadersEncoder.<init>(Http2HeadersEncoder$SensitivityDetector, HpackEncoder) DefaultHttp2HeadersEncoder.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2RemoteFlowController.initialWindowSize(int) DefaultHttp2RemoteFlowController.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2RemoteFlowController$WritabilityMonitor.initialWindowSize(int) DefaultHttp2RemoteFlowController.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.HpackDecoder.<init>(long, int) HpackDecoder.java","12","12"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.HpackDecoder.<init>(long) HpackDecoder.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.HpackEncoder.<init>(boolean, int, int) HpackEncoder.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.HpackEncoder.<init>(boolean) HpackEncoder.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.HpackEncoder.<init>() HpackEncoder.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.Http2ConnectionHandler.closeStream(Http2Stream, ChannelFuture) Http2ConnectionHandler.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.Http2ConnectionHandler.closeStreamLocal(Http2Stream, ChannelFuture) Http2ConnectionHandler.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.Http2ConnectionHandler$PrefaceDecoder.decode(ChannelHandlerContext, ByteBuf, List) Http2ConnectionHandler.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.Http2InboundFrameLogger$1.onSettingsRead(ChannelHandlerContext, Http2Settings) Http2InboundFrameLogger.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.WeightedFairQueueByteDistributor$State.<init>(WeightedFairQueueByteDistributor, int, Http2Stream, int) WeightedFairQueueByteDistributor.java","12","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.WeightedFairQueueByteDistributor$State.<init>(WeightedFairQueueByteDistributor, Http2Stream, int) WeightedFairQueueByteDistributor.java","12","0"
"io.opencensus.stats.NoopStats.newNoopMeasureMap() NoopStats.java","12","0"
"io.opencensus.stats.NoopStats$NoopStatsRecorder.newMeasureMap() NoopStats.java","12","0"
"io.opencensus.trace.SpanContext.<clinit>() SpanContext.java","12","0"
"java.lang.ClassLoader.checkPackageAccess(Class, ProtectionDomain) ClassLoader.java","12","12"
"java.lang.invoke.LambdaForm$MH.979943848.linkToTargetMethod(Object, long, Object) LambdaForm$MH","12","12"
"java.util.Collections$UnmodifiableCollection$1.next() Collections.java","12","12"
"org.apache.ignite.internal.binary.BinaryClassDescriptor.preWrite(BinaryWriterExImpl, Object) BinaryClassDescriptor.java","12","0"
"org.apache.ignite.internal.binary.BinaryReaderExImpl.streamPosition(int) BinaryReaderExImpl.java","12","12"
"org.apache.ignite.internal.binary.streams.BinaryHeapOutputStream.<init>(int) BinaryHeapOutputStream.java","12","0"
"org.apache.ignite.internal.binary.streams.BinaryHeapOutputStream.ensureCapacity(int) BinaryHeapOutputStream.java","12","0"
"org.apache.ignite.internal.binary.streams.BinaryMemoryAllocatorChunk.reallocate(byte[], int) BinaryMemoryAllocatorChunk.java","12","12"
"org.apache.ignite.internal.client.thin.PayloadOutputChannel.<init>(ClientChannel) PayloadOutputChannel.java","12","0"
"org.apache.ignite.internal.client.thin.TcpClientTransactions.tx() TcpClientTransactions.java","12","0"
"org.apache.ignite.internal.client.thin.TcpClientTransactions.txStart(TransactionConcurrency, TransactionIsolation) TcpClientTransactions.java","12","0"
"org.apache.ignite.internal.client.thin.TcpClientTransactions.txStart0(TransactionConcurrency, TransactionIsolation, Long, String) TcpClientTransactions.java","12","12"
"io.grpc.netty.shaded.io.netty.channel.unix.Socket.accept(byte[]) Socket.java","11","0"
"io.grpc.internal.CompositeReadableBuffer.addBuffer(ReadableBuffer) CompositeReadableBuffer.java","11","0"
"io.grpc.internal.CompositeReadableBuffer.close() CompositeReadableBuffer.java","11","0"
"io.grpc.internal.MessageDeframer.readRequiredBytes() MessageDeframer.java","11","0"
"io.grpc.netty.shaded.io.netty.buffer.PoolArena$DirectArena.newByteBuf(int) PoolArena.java","11","0"
"io.grpc.internal.MessageDeframer.<init>(MessageDeframer$Listener, Decompressor, int, StatsTraceContext, TransportTracer) MessageDeframer.java","11","0"
"io.grpc.netty.shaded.io.netty.handler.codec.ByteToMessageDecoder.<clinit>() ByteToMessageDecoder.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.HpackDecoder.<clinit>() HpackDecoder.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.CodecOutputList.<clinit>() CodecOutputList.java","10","0"
"io.grpc.netty.shaded.io.netty.channel.DefaultChannelPipeline.touch(Object, AbstractChannelHandlerContext) DefaultChannelPipeline.java","10","0"
"io.grpc.internal.AbstractReadableBuffer.readInt() AbstractReadableBuffer.java","10","0"
"io.grpc.internal.CompositeReadableBuffer.advanceBufferIfNecessary() CompositeReadableBuffer.java","10","0"
"io.grpc.internal.CompositeReadableBuffer.execute(CompositeReadableBuffer$ReadOperation, int) CompositeReadableBuffer.java","10","0"
"io.grpc.internal.CompositeReadableBuffer.readUnsignedByte() CompositeReadableBuffer.java","10","0"
"io.grpc.internal.MessageDeframer.processHeader() MessageDeframer.java","10","0"
"io.grpc.netty.shaded.io.grpc.netty.NettyReadableBuffer.close() NettyReadableBuffer.java","10","0"
"com.google.protobuf.DescriptorProtos$FieldDescriptorProto.<clinit>() DescriptorProtos.java","10","0"
"org.apache.ignite.internal.binary.streams.BinaryAbstractInputStream.readByte() BinaryAbstractInputStream.java","10","10"
"io.grpc.netty.shaded.io.netty.buffer.PoolThreadCache.createSubPageCaches(int, int, PoolArena$SizeClass) PoolThreadCache.java","10","0"
"io.grpc.netty.shaded.io.netty.buffer.PoolThreadCache$MemoryRegionCache.<clinit>() PoolThreadCache.java","10","0"
"org.apache.ignite.internal.binary.streams.BinaryAbstractOutputStream.unsafeEnsure(int) BinaryAbstractOutputStream.java","10","10"
"io.grpc.netty.shaded.io.grpc.netty.AbstractNettyHandler.sendInitialConnectionWindow() AbstractNettyHandler.java","10","0"
"io.grpc.netty.shaded.io.netty.buffer.PoolThreadCache.add(PoolArena, PoolChunk, ByteBuffer, long, int, PoolArena$SizeClass) PoolThreadCache.java","10","0"
"io.grpc.netty.shaded.io.netty.buffer.PoolThreadCache.cache(PoolArena, int, PoolArena$SizeClass) PoolThreadCache.java","10","0"
"io.grpc.netty.shaded.io.netty.util.ReferenceCountUtil.release(Object) ReferenceCountUtil.java","10","0"
"io.grpc.netty.shaded.io.netty.util.ReferenceCountUtil.safeRelease(Object) ReferenceCountUtil.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2FrameReader$HeadersBlockBuilder.headers() DefaultHttp2FrameReader.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2HeadersDecoder.decodeHeaders(int, ByteBuf) DefaultHttp2HeadersDecoder.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.HpackDecoder.decode(int, ByteBuf, Http2Headers, boolean) HpackDecoder.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.HpackDecoder.decode(ByteBuf, HpackDecoder$Sink) HpackDecoder.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.HpackDecoder.readName(int) HpackDecoder.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2FrameReader$1.<init>(DefaultHttp2FrameReader, int, ChannelHandlerContext, int, short, boolean, int, Http2Flags) DefaultHttp2FrameReader.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2FrameReader$HeadersContinuation.<init>(DefaultHttp2FrameReader, DefaultHttp2FrameReader$1) DefaultHttp2FrameReader.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2FrameReader$HeadersContinuation.<init>(DefaultHttp2FrameReader) DefaultHttp2FrameReader.java","10","0"
"io.grpc.internal.AbstractServerStream.close(Status, Metadata) AbstractServerStream.java","10","0"
"io.grpc.internal.ServerCallImpl.close(Status, Metadata) ServerCallImpl.java","10","0"
"io.grpc.internal.ServerCallImpl.closeInternal(Status, Metadata) ServerCallImpl.java","10","0"
"io.grpc.netty.shaded.io.grpc.netty.NettyServerStream$Sink.writeTrailers(Metadata, boolean, Status) NettyServerStream.java","10","0"
"org.apache.ignite.internal.binary.BinaryWriterExImpl.writeStringField(String) BinaryWriterExImpl.java","10","10"
"io.opencensus.tags.TagValue.create(String) TagValue.java","10","0"
"io.opencensus.tags.TagValue.isValid(String) TagValue.java","10","0"
"io.grpc.internal.DeprecatedCensusConstants.<clinit>() DeprecatedCensusConstants.java","10","0"
"io.opencensus.contrib.grpc.metrics.RpcMeasureConstants.<clinit>() RpcMeasureConstants.java","10","0"
"com.futurewei.alcor.netwconfigmanager.server.grpc.IpInterceptor.interceptCall(ServerCall, Metadata, ServerCallHandler) IpInterceptor.java","10","0"
"io.grpc.netty.shaded.io.netty.channel.AbstractChannelHandlerContext.<init>(DefaultChannelPipeline, EventExecutor, String, Class) AbstractChannelHandlerContext.java","10","0"
"io.grpc.netty.shaded.io.netty.channel.ChannelHandlerMask.isSkippable(Class, String, Class[]) ChannelHandlerMask.java","10","0"
"io.grpc.netty.shaded.io.netty.channel.ChannelHandlerMask.mask(Class) ChannelHandlerMask.java","10","0"
"io.grpc.netty.shaded.io.netty.channel.ChannelHandlerMask.mask0(Class) ChannelHandlerMask.java","10","0"
"io.grpc.netty.shaded.io.netty.channel.ChannelHandlerMask$2.run() ChannelHandlerMask.java","10","0"
"io.grpc.netty.shaded.io.netty.channel.ChannelHandlerMask$2.run() ChannelHandlerMask.java","10","0"
"io.grpc.netty.shaded.io.netty.channel.DefaultChannelHandlerContext.<init>(DefaultChannelPipeline, EventExecutor, String, ChannelHandler) DefaultChannelHandlerContext.java","10","0"
"io.grpc.netty.shaded.io.netty.channel.DefaultChannelPipeline.newContext(EventExecutorGroup, String, ChannelHandler) DefaultChannelPipeline.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2Connection.verifyKey(Http2Connection$PropertyKey) DefaultHttp2Connection.java","10","10"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2Connection$DefaultStream.getProperty(Http2Connection$PropertyKey) DefaultHttp2Connection.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2ConnectionDecoder.unconsumedBytes(Http2Stream) DefaultHttp2ConnectionDecoder.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2ConnectionDecoder$FrameReadListener.onDataRead(ChannelHandlerContext, int, ByteBuf, int, boolean) DefaultHttp2ConnectionDecoder.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2FrameReader.readDataFrame(ChannelHandlerContext, ByteBuf, int, Http2FrameListener) DefaultHttp2FrameReader.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2LocalFlowController.state(Http2Stream) DefaultHttp2LocalFlowController.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2LocalFlowController.unconsumedBytes(Http2Stream) DefaultHttp2LocalFlowController.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.Http2InboundFrameLogger$1.onDataRead(ChannelHandlerContext, int, ByteBuf, int, boolean) Http2InboundFrameLogger.java","10","0"
"io.grpc.ServerInterceptors$InterceptCallHandler.startCall(ServerCall, Metadata) ServerInterceptors.java","10","0"
"java.security.AccessController.doPrivileged(PrivilegedExceptionAction) AccessController.java (native)","10","0"
"org.apache.ignite.internal.binary.BinaryClassDescriptor.postWrite(BinaryWriterExImpl) BinaryClassDescriptor.java","10","0"
"org.apache.ignite.internal.binary.BinaryWriterExImpl.postWrite(boolean, boolean) BinaryWriterExImpl.java","10","0"
"org.apache.ignite.internal.binary.BinaryWriterSchemaHolder.write(BinaryOutputStream, int, boolean) BinaryWriterSchemaHolder.java","10","10"
"java.util.HashMap$EntryIterator.next() HashMap.java","10","10"
"io.grpc.netty.shaded.io.netty.buffer.ByteBufUtil.hexDump(byte[], int, int) ByteBufUtil.java","10","0"
"io.grpc.netty.shaded.io.netty.buffer.ByteBufUtil$HexUtil.<clinit>() ByteBufUtil.java","10","10"
"io.grpc.netty.shaded.io.netty.channel.AbstractChannel.toString() AbstractChannel.java","10","0"
"io.grpc.netty.shaded.io.netty.channel.DefaultChannelId.asShortText() DefaultChannelId.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.Http2FrameLogger.logSettings(Http2FrameLogger$Direction, ChannelHandlerContext, Http2Settings) Http2FrameLogger.java","10","0"
"io.grpc.netty.shaded.io.netty.util.internal.logging.AbstractInternalLogger.log(InternalLogLevel, String, Object[]) AbstractInternalLogger.java","10","0"
"io.grpc.netty.shaded.io.netty.util.internal.logging.LocationAwareSlf4JLogger.debug(String, Object[]) LocationAwareSlf4JLogger.java","10","0"
"org.slf4j.helpers.MessageFormatter.arrayFormat(String, Object[]) MessageFormatter.java","10","0"
"com.google.protobuf.CodedInputStream$ArrayDecoder.readRawVarint32() CodedInputStream.java","10","10"
"com.google.protobuf.DescriptorProtos$EnumDescriptorProto.<init>(CodedInputStream, ExtensionRegistryLite, DescriptorProtos$1) DescriptorProtos.java","10","0"
"com.google.protobuf.DescriptorProtos$EnumDescriptorProto.<init>(CodedInputStream, ExtensionRegistryLite) DescriptorProtos.java","10","0"
"com.google.protobuf.DescriptorProtos$EnumDescriptorProto$1.parsePartialFrom(CodedInputStream, ExtensionRegistryLite) DescriptorProtos.java","10","0"
"com.google.protobuf.DescriptorProtos$EnumDescriptorProto$1.parsePartialFrom(CodedInputStream, ExtensionRegistryLite) DescriptorProtos.java","10","0"
"org.apache.ignite.internal.binary.BinaryContext.updateMetadata(int, BinaryMetadata, boolean) BinaryContext.java","10","0"
"org.apache.ignite.internal.client.thin.TcpIgniteClient$ClientBinaryMetadataHandler.addMeta(int, BinaryType, boolean) TcpIgniteClient.java","10","0"
"com.futurewei.alcor.schema.Subnet$SubnetConfiguration.internalGetFieldAccessorTable() Subnet.java","10","0"
"com.google.protobuf.CodedInputStream$ArrayDecoder.readBytes() CodedInputStream.java","10","0"
"com.futurewei.alcor.schema.Port$PortConfiguration.getDeviceIdBytes() Port.java","10","0"
"com.google.protobuf.GeneratedMessageV3.hasField(Descriptors$FieldDescriptor) GeneratedMessageV3.java","10","0"
"com.google.protobuf.GeneratedMessageV3$FieldAccessorTable$SingularFieldAccessor.has(GeneratedMessageV3) GeneratedMessageV3.java","10","0"
"com.futurewei.alcor.common.utils.CommonUtil.isNullOrEmpty(String) CommonUtil.java","10","0"
"java.lang.String.trim() String.java","10","10"
"java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$1.hasNext() Collections.java","10","10"
"com.futurewei.alcor.schema.Subnet.<clinit>() Subnet.java","10","0"
"com.google.protobuf.Descriptors$Descriptor.getFields() Descriptors.java","10","0"
"com.google.protobuf.MapEntry.getAllFields() MapEntry.java","10","0"
"java.util.Collections.unmodifiableList(List) Collections.java","10","10"
"com.google.protobuf.Descriptors$Descriptor.crossLink() Descriptors.java","10","0"
"com.google.protobuf.Descriptors$FieldDescriptor.crossLink() Descriptors.java","10","0"
"com.google.protobuf.Descriptors$FileDescriptor.crossLink() Descriptors.java","10","0"
"io.micrometer.core.instrument.binder.logging.MetricsTurboFilter.decide(Marker, Logger, Level, String, Object[], Throwable) LogbackMetrics.java","10","0"
"io.micrometer.core.instrument.Counter.increment() Counter.java","10","0"
"io.micrometer.core.instrument.cumulative.CumulativeCounter.increment(double) CumulativeCounter.java","10","10"
"com.futurewei.alcor.schema.DHCP.<clinit>() DHCP.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.DefaultHttp2ConnectionEncoder.validateHeadersSentState(Http2Stream, Http2Headers, boolean, boolean) DefaultHttp2ConnectionEncoder.java","10","0"
"org.apache.ignite.internal.binary.BinaryWriterExImpl.handles() BinaryWriterExImpl.java","10","10"
"java.util.HashSet.<init>(int) HashSet.java","10","10"
"com.futurewei.alcor.schema.Neighbor$NeighborConfiguration$FixedIp.getSerializedSize() Neighbor.java","10","0"
"com.futurewei.alcor.schema.Neighbor$NeighborType.<clinit>() Neighbor.java","10","0"
"com.google.protobuf.Descriptors$Descriptor.<init>(DescriptorProtos$DescriptorProto, Descriptors$FileDescriptor, Descriptors$Descriptor, int) Descriptors.java","10","0"
"com.google.protobuf.Descriptors$Descriptor.<init>(DescriptorProtos$DescriptorProto, Descriptors$FileDescriptor, Descriptors$Descriptor, int, Descriptors$1) Descriptors.java","10","0"
"com.google.protobuf.Descriptors$FieldDescriptor.<clinit>() Descriptors.java","10","0"
"com.google.protobuf.WireFormat$FieldType.<clinit>() WireFormat.java","10","0"
"io.grpc.internal.AbstractServerStream$TransportState.closeListener(Status) AbstractServerStream.java","10","0"
"io.grpc.internal.AbstractServerStream$TransportState.complete() AbstractServerStream.java","10","0"
"io.grpc.internal.ServerImpl$JumpToApplicationThreadServerStreamListener.closed(Status) ServerImpl.java","10","0"
"io.grpc.internal.ServerImpl$JumpToApplicationThreadServerStreamListener.closedInternal(Status) ServerImpl.java","10","0"
"io.grpc.netty.shaded.io.grpc.netty.NettyServerHandler$6.operationComplete(Future) NettyServerHandler.java","10","0"
"io.grpc.netty.shaded.io.grpc.netty.NettyServerHandler$6.operationComplete(ChannelFuture) NettyServerHandler.java","10","0"
"io.grpc.netty.shaded.io.grpc.netty.NettyServerStream$TransportState.complete() NettyServerStream.java","10","0"
"io.grpc.netty.shaded.io.netty.channel.AbstractChannel.flush() AbstractChannel.java","10","0"
"io.grpc.netty.shaded.io.netty.channel.ChannelOutboundBuffer.safeSuccess(ChannelPromise) ChannelOutboundBuffer.java","10","0"
"io.grpc.netty.shaded.io.netty.channel.DefaultChannelPipeline.flush() DefaultChannelPipeline.java","10","0"
"io.grpc.netty.shaded.io.netty.channel.DefaultChannelPromise.trySuccess() DefaultChannelPromise.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.Http2CodecUtil$SimpleChannelPromiseAggregator.tryPromise() Http2CodecUtil.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.Http2CodecUtil$SimpleChannelPromiseAggregator.trySuccess(Void) Http2CodecUtil.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.Http2CodecUtil$SimpleChannelPromiseAggregator.trySuccess(Object) Http2CodecUtil.java","10","0"
"io.grpc.netty.shaded.io.netty.handler.codec.http2.Http2ConnectionHandler.flush(ChannelHandlerContext) Http2ConnectionHandler.java","10","0"
"io.grpc.netty.shaded.io.netty.util.concurrent.DefaultPromise.notifyListener0(Future, GenericFutureListener) DefaultPromise.java","10","0"
"io.grpc.netty.shaded.io.netty.util.concurrent.DefaultPromise.notifyListeners() DefaultPromise.java","10","0"
"io.grpc.netty.shaded.io.netty.util.concurrent.DefaultPromise.notifyListenersNow() DefaultPromise.java","10","0"
"io.grpc.netty.shaded.io.netty.util.concurrent.DefaultPromise.setSuccess0(Object) DefaultPromise.java","10","0"
"io.grpc.netty.shaded.io.netty.util.concurrent.DefaultPromise.setValue0(Object) DefaultPromise.java","10","0"
"io.grpc.netty.shaded.io.netty.util.concurrent.DefaultPromise.trySuccess(Object) DefaultPromise.java","10","0"
"io.grpc.netty.shaded.io.netty.util.internal.PromiseNotificationUtil.trySuccess(Promise, Object, InternalLogger) PromiseNotificationUtil.java","10","0"
"io.jaegertracing.internal.reporters.RemoteReporter$FlushCommand.execute() RemoteReporter.java","10","0"
"com.futurewei.alcor.schema.Goalstate$HostResources.internalGetFieldAccessorTable() Goalstate.java","10","0"
"com.futurewei.alcor.schema.Port$PortConfiguration.getMacAddressBytes() Port.java","10","0"
"org.apache.ignite.internal.binary.BinaryWriterExImpl.<init>(BinaryContext) BinaryWriterExImpl.java","10","0"
"org.apache.ignite.internal.binary.BinaryWriterExImpl.<init>(BinaryContext, BinaryThreadLocalContext) BinaryWriterExImpl.java","10","0"
"com.google.protobuf.CodedOutputStream.computeTagSize(int) CodedOutputStream.java","10","10"
"com.google.protobuf.CodedOutputStream.computeUInt32Size(int, int) CodedOutputStream.java","10","0"
"io.grpc.netty.shaded.io.netty.util.concurrent.AbstractScheduledEventExecutor.pollScheduledTask(long) AbstractScheduledEventExecutor.java","10","10"
"io.grpc.netty.shaded.io.netty.util.concurrent.SingleThreadEventExecutor.fetchFromScheduledTaskQueue() SingleThreadEventExecutor.java","10","0"
"java.lang.String.<init>(byte[], int, int, Charset) String.java","10","10"
"java.util.concurrent.ConcurrentHashMap.put(Object, Object) ConcurrentHashMap.java","10","10"
"com.futurewei.alcor.schema.Port$PortConfiguration.<init>(CodedInputStream, ExtensionRegistryLite) Port.java","10","10"
"com.futurewei.alcor.schema.Port$PortConfiguration$1.parsePartialFrom(CodedInputStream, ExtensionRegistryLite) Port.java","10","0"
"com.futurewei.alcor.schema.Port$PortConfiguration$1.parsePartialFrom(CodedInputStream, ExtensionRegistryLite) Port.java","10","0"
"com.futurewei.alcor.schema.Port$PortState.<init>(CodedInputStream, ExtensionRegistryLite) Port.java","10","0"
"com.futurewei.alcor.schema.Port$PortState$1.parsePartialFrom(CodedInputStream, ExtensionRegistryLite) Port.java","10","0"
"com.futurewei.alcor.schema.Port$PortState$1.parsePartialFrom(CodedInputStream, ExtensionRegistryLite) Port.java","10","0"
"com.futurewei.alcor.schema.Port$PortState$Builder.mergeFrom(CodedInputStream, ExtensionRegistryLite) Port.java","10","0"
"com.futurewei.alcor.schema.Port$PortState$Builder.mergeFrom(CodedInputStream, ExtensionRegistryLite) Port.java","10","0"
"com.google.protobuf.CodedInputStream$ArrayDecoder.readMessage(MessageLite$Builder, ExtensionRegistryLite) CodedInputStream.java","10","0"
"com.google.protobuf.MapField$MutatabilityAwareMap.get(Object) MapField.java","10","0"
"java.util.Collections$UnmodifiableMap.get(Object) Collections.java","10","0"
"com.google.protobuf.ByteString.isEmpty() ByteString.java","10","10"
"com.futurewei.alcor.schema.Port$PortConfiguration.writeTo(CodedOutputStream) Port.java","10","0"
"com.futurewei.alcor.schema.Port$PortState.writeTo(CodedOutputStream) Port.java","10","0"
"com.google.protobuf.CodedOutputStream$ArrayEncoder.writeMessage(int, MessageLite) CodedOutputStream.java","10","0"
"com.google.protobuf.CodedOutputStream$ArrayEncoder.writeMessageNoTag(MessageLite) CodedOutputStream.java","10","0"
"java.util.Collections$UnmodifiableList.get(int) Collections.java","10","10"
"io.grpc.netty.shaded.io.netty.util.concurrent.SingleThreadEventExecutor.pollTask() SingleThreadEventExecutor.java","10","0"
"io.grpc.netty.shaded.io.netty.util.concurrent.SingleThreadEventExecutor.pollTaskFrom(Queue) SingleThreadEventExecutor.java","10","10"
"java.util.concurrent.ArrayBlockingQueue.take() ArrayBlockingQueue.java","10","10"
"java.lang.ThreadLocal.set(Object) ThreadLocal.java","10","10"
"org.apache.ignite.internal.util.IgniteUtils.restoreOldIgniteName(String, String) IgniteUtils.java","10","0"
